verse	form	lemma	gold_pos	gold_case_num_gender	ledger_class	kosha_analyses	candidate_class	proposed_action	evidence	decision
15.11	akṛtātmānaḥ	a-kṛta-ātman	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: akṛtātmānaḥ	
15.14	prāṇāpāna-samāyuktaḥ	prāṇa-apāna-samāyukta	nominal	nom/sg/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samāyuktaḥ	
15.16	dvau	dvi	nominal	nom/du/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
15.19	sarva-bhāvena	sarva-bhāva	nominal	gen/pl/m	DIVERGE	instr.sg.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
15.20	guhyatamam	guhyatama	nominal	nom/sg/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.01	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
16.01	jñāna-yoga-vyavasthitiḥ	jñāna-yoga-vyavasthiti	nominal	nom/sg/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vyavasthitiḥ	
16.02	hrīḥ	hrī	nominal	nom/sg/f	DIVERGE	acc.pl.f	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
16.02	acāpalam	a-cāpala	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: acāpalam	
16.03	saṁpadam	saṁpad	nominal	acc/sg/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.04	saṁpadam	saṁpad	nominal	acc/sg/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.05	saṁpat	saṁpad	nominal	nom/sg/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.05	saṁpadam	saṁpad	nominal	acc/sg/f	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.06	dvau	dvi	nominal	nom/du/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.08	aparaspara-saṁbhūtam	a-paras-para-saṁbhūta	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁbhūtam	
16.09	ahitāḥ	a-hita	nominal	nom/sg/m	DIVERGE	acc.pl.f;nom.pl.f;nom.pl.m;voc.pl.f;voc.pl.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
16.10	dambha-māna-madānvitāḥ	dambha-māna-mada-anvita	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: madānvitāḥ	
16.11	pralayāntām	pralaya-antā	nominal	acc/sg/f	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: pralayāntām	
16.11	kāmopabhoga-paramāḥ	kāma-upabhoga-parama	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: paramāḥ	
16.12	āśā-pāśa-śataiḥ	āśā-pāśa-śata	nominal	instr/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: śataiḥ	
16.12	kāma-krodha-parāyaṇāḥ	kāma-krodha-parāyaṇa	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: parāyaṇāḥ	
16.15	ajñāna-vimohitāḥ	ajñāna-vimohita	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vimohitāḥ	
16.16	aneka-citta-vibhrāntāḥ	aneka-citta-vibhrānta	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vibhrāntāḥ	
16.16	moha-jāla-samāvṛtāḥ	moha-jāla-samāvṛta	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samāvṛtāḥ	
16.17	ātma-saṁbhāvitāḥ	ātma-saṁbhāvita	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁbhāvitāḥ	
16.17	dhana-māna-madānvitāḥ	dhana-māna-mada-anvita	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: madānvitāḥ	
16.18	ātma-para-deheṣu	ātma-para-deha	nominal	loc/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: deheṣu	
16.18	pradviṣantaḥ	pra-dviṣant	participle	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: pradviṣantaḥ	
16.19	dviṣataḥ	dviṣant	participle	acc/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.19	narādhamān	nara-adhama	nominal	nom/pl/m	DIVERGE	acc.pl.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: undetermined — compound lemma keyed differently in kosha (narADama)	
16.19	yoniṣu	yoni	nominal	nom/sg/f	DIVERGE	loc.pl.f;loc.pl.m;loc.pl.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
16.20	janmani janmani	janman	nominal	loc/sg/n	GAP		G5_gold_form_defect	gold: fix the form field in the Gita gold master (duplicated word / variant reading / ASCII h for ḥ) — not an engine gap	multi-word form field	
16.22	tamo-dvāraiḥ	tamas-dvāra	nominal	instr/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: dvāraiḥ	
16.22	tribhiḥ	tri	nominal	instr/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
16.24	kāryākārya-vyavasthitau	kārya-akārya-vyavasthiti	nominal	loc/sg/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vyavasthitau	
17.02	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
17.04	yakṣa-rakṣāṁsi	yakṣa-rakṣas	nominal	acc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: rakṣāṁsi	
17.05	dambhāhaṁkāra-saṁyuktāḥ	dambha-ahaṁ-kāra-saṁyukta	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁyuktāḥ	
17.05	kāma-rāga-balānvitāḥ	kāma-rāga-bala-anvita	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: balānvitāḥ	
17.06	karśayantaḥ	karśayant	participle	nom/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
17.06	antaḥ-śarīra-stham	antaḥ-śarīra-stha	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: stham	
17.06	āsura-niścayān	āsura-niścaya	nominal	acc/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: niścayān	
17.08	āyuḥ-sattva-balārogya-sukha-prīti-vivardhanāḥ	āyuḥ-sattva-balārogya-sukha-prīti-vivardhana	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vivardhanāḥ	
17.08	sāttvika-priyāḥ	sāttvika-priya	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: priyāḥ	
17.09	kaṭv-amla-lavaṇāty-uṣṇa-tīkṣṇa-rūkṣa-vidāhinaḥ	kaṭv-amla-lavaṇa-aty-uṣṇa-tīkṣṇa-rūkṣa-vidāhin	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vidāhinaḥ	
17.09	duḥkha-śokāmaya-pradāḥ	duḥkha-śoka-āmaya-prada	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pradāḥ	
17.10	tāmasa-priyam	tāmasa-priya	nominal	nom/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: priyam	
17.14	deva-dvija-guru-prājña-pūjanam	deva-dvija-guru-prājña-pūjana	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pūjanam	
17.15	svādhyāyābhyasanam	svādhyāya-abhyasana	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: svādhyāyābhyasanam	
17.15	vāṅ-mayam	vāc-maya	nominal	nom/pl/m	DIVERGE	acc.sg.m;acc.sg.n;nom.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: undetermined — compound lemma keyed differently in kosha (vANmaya)	
17.16	ātma-vinigrahaḥ	ātma-vinigraha	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vinigrahaḥ	
17.24	yajña-dāna-tapaḥ-kriyāḥ	yajña-dāna-tapaḥ-kriya	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kriyāḥ	
17.25	yajña-tapaḥ-kriyāḥ	yajña-tapaḥ-kriya	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kriyāḥ	
17.25	dāna-kriyāḥ	dāna-kriya	nominal	nom/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kriyāḥ	
17.26	sac-chabdaḥ	sat-śabda	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: chabdaḥ	
17.28	asat	a-sant	participle	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: asat	
18.01	hṛṣīkeśa	hṛṣīkeśa	nominal	nom/sg/m	DIVERGE	voc.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
18.02	śrī-bhagavān	śrī-bhagavant	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhagavān	
18.02	sarva-karma-phala-tyāgam	sarva-karma-phala-tyāga	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: tyāgam	
18.03	yajña-dāna-tapaḥ-karma	yajña-dāna-tapaḥ-karma	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: karma	
18.04	saṁprakīrtitaḥ	saṁ-pra-kīrtita	participle	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁprakīrtitaḥ	
18.05	yajña-dāna-tapaḥ-karma	yajña-dāna-tapaḥ-karma	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: karma	
18.08	kāya-kleśa-bhayāt	kāya-kleśa-bhaya	nominal	abl/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhayāt	
18.08	tyāga-phalam	tyāga-phala	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: phalam	
18.11	karma-phala-tyāgī	karma-phala-parityāgin	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: tyāgī	
18.12	atyāginām	a-tyāgin	nominal	gen/pl/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: atyāginām	
18.13	pañca	pañca	nominal	acc/pl/n	DIVERGE	voc.sg.m;voc.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
18.15	śarīra-vāṅ-manobhiḥ	śarīra-vāk-manas	nominal	instr/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: manobhiḥ	
18.15	pañca	pañca	nominal	nom/pl/n	DIVERGE	voc.sg.m;voc.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
18.16	sati	sant	participle	loc/sg/m	DIVERGE	voc.sg.f	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: satI)	
18.21	pṛthag-vidhān	pṛthag-vidha	nominal	nom/pl/n	DIVERGE	acc.pl.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
18.24	sāhaṁ-kāreṇa	sa-ahaṁ-kāra	nominal	acc/sg/m	DIVERGE	instr.sg.m;instr.sg.n	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: undetermined — compound lemma keyed differently in kosha (sAhaMkAra)	
18.26	dhṛty-utsāha-samanvitaḥ	dhṛty-utsāha-samanvita	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: samanvitaḥ	
18.27	karma-phala-prepsuḥ	karma-phala-prepsu	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prepsuḥ	
18.27	harṣa-śokānvitaḥ	harṣa-śoka-anvita	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: śokānvitaḥ	
18.27	rājasaḥ	rājasa	nominal	acc/sg/m	DIVERGE	nom.sg.m	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
18.29	procyamānam	procyamāna	participle	acc/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
18.33	manaḥ-prāṇendriya-kriyāḥ	manaḥ-prāṇa-indriya-kriyā	nominal	acc/pl/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: kriyāḥ	
18.35	durmedhāḥ	dur-medhas	nominal	acc/sg/m	DIVERGE	acc.pl.f;nom.pl.f;nom.pl.m;nom.sg.f;nom.sg.m;voc.pl.f	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
18.37	ātma-buddhi-prasāda-jam	ātma-buddhi-prasāda-ja	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: jam	
18.38	viṣayendriya-saṁyogāt	viṣaya-indriya-saṁyoga	nominal	abl/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: saṁyogāt	
18.39	nidrālasya-pramādottham	nidrālasya-pramāda-uttha	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: pramādottham	
18.40	divi	div	nominal	loc/sg/f	DIVERGE	voc.sg.f	D3_case_mismatch	review: same number, gold case absent — gold mislabel (syncretic ending) OR kosha paradigm cell gap	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: divI)	
18.40	tribhiḥ	tri	nominal	instr/pl/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
18.41	brāhmaṇa-kṣatriya-viśām	brāhmaṇa-kṣatriya-viś	nominal	gen/pl/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: viśām	
18.43	apalāyanam	a-palāyana	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: apalāyanam	
18.43	kṣatra-karma	kṣatra-karma	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: karma	
18.44	kṛṣi-go-rakṣya-vāṇijyam	kṛṣi-go-rakṣya-vāṇijya	nominal	nom/sg/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vāṇijyam	
18.44	paricaryātmakam	paricarya-ātmaka	nominal	nom/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: paricaryātmakam	
18.45	sva-karma-nirataḥ	sva-karma-nirata	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: nirataḥ	
18.47	śreyān	śreyas	nominal	nom/sg/m	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 25	
18.47	sva-bhāva-niyatam	sva-bhāva-niyata	nominal	acc/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: niyatam	
18.47	kurvan	kurvant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
18.49	asakta-buddhiḥ	asakta-ātman	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: buddhiḥ	
18.52	yata-vāk-kāya-mānasaḥ	yata-vāk-kāya-mānasa	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: mānasaḥ	
18.52	dhyāna-yoga-paraḥ	dhyāna-yoga-para	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: paraḥ	
18.54	mad-bhaktim	mad-bhakti	nominal	acc/sg/f	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: bhaktim	
18.56	mad-vyapāśrayaḥ	mad-vyapāśraya	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: vyapāśrayaḥ	
18.56	mat-prasādāt	mat-prasāda	nominal	abl/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prasādāt	
18.58	sarva-durgāṇi	sarva-durga	nominal	acc/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: durgāṇi	
18.58	mat-prasādāt	mad-prasāda	nominal	abl/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prasādāt	
18.61	bhrāmayan	bhrāmayant	participle	nom/sg/m	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
18.62	tat-prasādāt	tad-prasāda	nominal	abl/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prasādāt	
18.63	guhyataram	guhyatara	nominal	nom/sg/n	GAP		G3_lemma_absent	gap-fill candidate: lemma has no paradigm in kosha inflections — generate paradigm (e.g. vidyut-gap-fill)	lemma rows in kosha: 0	
18.64	sarva-guhyatamam	sarva-guhyatama	nominal	acc/sg/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: guhyatamam	
18.65	man-manāḥ	man-manas	nominal	nom/sg/m	DIVERGE	nom.pl.m;voc.pl.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: undetermined — compound lemma keyed differently in kosha (manmana)	
18.65	mad-yājī	mad-yājin	nominal	nom/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: yājī	
18.66	sarva-dharmān	sarva-dharma	nominal	nom/pl/n	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: dharmān	
18.66	sarva-pāpebhyaḥ	sarva-pāpa	nominal	abl/pl/n	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: pāpebhyaḥ	
18.69	bhuvi	bhū	nominal	loc/sg/f	GAP		G4_cell_absent	gap-fill candidate: lemma paradigm exists but this form/cell is missing — add variant	lemma rows in kosha: 108	
18.72	ajñāna-saṁmohaḥ	ajñāna-saṁ-moha	nominal	nom/sg/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: saṁmohaḥ	
18.73	tvat-prasādāt	tvat-prasāda	nominal	abl/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prasādāt	
18.75	vyāsa-prasādāt	vyāsa-prasāda	nominal	abl/sg/m	GAP		G1_compound_member_covered	none: compound; final member carries the gold cell in kosha (compounds are out of paradigm scope)	member: prasādāt	
18.75	kathayataḥ	kathayant	participle	abl/sg/	DIVERGE	None.du.None	D1_kosha_null_cells	kosha: existing row has NULL case/gender — fill the cell or flag disputed=1		
18.76	keśavārjunayoḥ	keśava-arjuna	nominal	gen/du/m	GAP		G2_compound_member_gap	gap-fill candidate: compound's final member lacks the gold cell — review member paradigm	member: keśavārjunayoḥ	
18.77	aty-adbhutam	ati-adbhuta	nominal	nom/du/n	DIVERGE	acc.sg.m;acc.sg.n;nom.sg.n	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: undetermined — compound lemma keyed differently in kosha (atyadButa)	
18.77	mahān	mahant	nominal	nom/sg/m	DIVERGE	acc.pl.m	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: kosha — gold lemma's paradigm lacks the form (kosha lemmas: maha)	
18.78	śrīḥ	śrī	nominal	nom/sg/f	DIVERGE	acc.pl.f	D2_number_mismatch	review: gold number absent from kosha's analyses — gold mislabel OR missing number in paradigm	suspect: gold — kosha's own paradigm of this lemma puts the form in another cell	
